eid,etid,lid,ino,name,cat,desc,datasheet
943,943,24,1,Buss Fuses ABC 2 3AB,Fuses,,
944,944,24,1,Littelfuse 3AG 1/32 A,Fuses,,
945,945,24,1,Littelfuse 8AG 3/8,Fuses,,
946,946,24,1,Littelfuse Micro 2 A,Fuses,,
947,947,24,1,Littelfuse 3AG 1.25 A,Fuses,,
948,948,24,1,Littelfuse 8AG 5 A,Fuses,,
949,949,24,1,Littelfuse 3AG 1/16 ,Fuses,,
950,950,24,1,Littelfuse 3AG 1/32 A SP,Fuses,,
951,951,#N/A,1,,,Speaker Terminal,
952,952,#N/A,1,,,Binding Posts,
953,953,#N/A,1,,,BNC Panel Connectors,
954,954,#N/A,1,,,RCA (phono) jack black/red,
955,955,#N/A,1,,,"1/4"" mono jack",
956,956,#N/A,1,,,"1/4"" mono plug",
957,957,#N/A,1,,,RCA (phono) plug,
958,958,#N/A,1,,,3.5 mm Jack,
959,959,#N/A,1,,,Tip jacks sockets,
960,960,#N/A,1,,,Alligator Clips small black/red,
961,961,#N/A,1,,,Alligator Clips,
962,962,#N/A,1,,,Black Clip covers,
963,963,#N/A,1,,,Red Clip covers,
964,964,#N/A,1,,,3.5mm Plug Mono,
965,965,#N/A,1,,,3.5mm Plug Stereo,
966,966,#N/A,1,,,3.5mm Jack Stereo Inline,
967,967,#N/A,1,,,Phono Jacks,
968,968,#N/A,1,,,Ribbon Headers,
969,969,#N/A,1,,,PGA sockets,
970,970,#N/A,1,,,Ribbon Header 20 pin,
971,971,#N/A,1,,,Ribbon Header 40 pin,
972,972,#N/A,1,,,IDC Header 14 pin,
973,973,#N/A,1,,,IDC Header 16 pin,
974,974,#N/A,1,,,IDC Header 24 pin,
975,975,#N/A,1,,,IDC Header 28 pin,
976,976,#N/A,1,,,DIP Header 14 pin,
977,977,#N/A,1,,,4 Pos DIP switch,
978,978,#N/A,1,,,6 Pos DIP switch,
979,979,#N/A,1,,,8 Pos DIP switch,
980,980,#N/A,1,,,Momentary Switches (Push Buttons),
981,981,#N/A,1,,,IC Socket 8 pin,
982,982,#N/A,1,,,IC Socket 14 pin,
983,983,#N/A,1,,,IC Socket 16 pin,
984,984,#N/A,1,,,IC Socket 20 pin,
985,985,#N/A,1,,,IC Socket 24 pin,
986,986,#N/A,1,,,IC Socket 28 pin,
987,987,#N/A,1,,,IC Socket 40 pin,
988,988,#N/A,1,,,Banana to EZ clips,
989,989,#N/A,1,,,BNC - T,
990,990,#N/A,1,,,Battery Holders and Clips,
991,991,#N/A,1,,,BNC - F EZ clips Male,
992,992,#N/A,1,,,BNC - F EZ clips Female,
993,993,#N/A,1,,,Alligator Clips,
994,994,#N/A,1,,,Relays 5V coil SPST,
995,995,#N/A,1,,,Relays 115 VAC coil,
996,996,#N/A,1,,,Relays solid state,
997,997,#N/A,1,,,Relay DPDT,
998,998,#N/A,1,,,Relays 12V coil,
999,999,#N/A,1,,,Ground Isolator,
1000,1000,#N/A,1,,,BNC to RCA (phono),
1001,1001,#N/A,1,,,BNC to dual banana,
1002,1002,#N/A,1,,,Terminal Strips and Terminals ,
1003,1003,#N/A,1,,,Relays 24V coil,
1004,1004,#N/A,1,,,Small Speakers,
1005,1005,#N/A,1,,,6V solenoid,
1006,1006,#N/A,1,,,Wire Strippers,
1007,1007,#N/A,1,,,Wire Cutters,
1008,1008,#N/A,1,,,Pliers,
1009,1009,#N/A,1,,,Multimeter,
1010,1010,#N/A,1,,,Manual Pulse Probe,
1011,1011,#N/A,1,,,LabPot 10K,
1012,1012,#N/A,1,,,6.3V AC ,
1013,1013,#N/A,1,,,Blowdryer,
1014,1014,#N/A,1,,,Hexagonal Socket Screwdrivers,
1015,1015,#N/A,1,,,Phillps Head Screwdrivers,
1016,1016,#N/A,1,,,Slot Head Screwdrivers,
1017,1017,#N/A,1,,,T49 M Klipwrap Terminal,
1018,1018,32,1,"Nuts, Bolts, Screws",,Several Unknown,
1019,1019,#N/A,1,,,Mike ET,
1020,1020,32,1,CM 344,,Miniature Lamp,
1021,1021,#N/A,1,,,Meter Fuses,
1022,1022,#N/A,1,,,1K Potentiometer,
1023,1023,#N/A,1,,,2K Potentiometer,
1024,1024,#N/A,1,,,5K Potentiometer,
1025,1025,#N/A,1,,,10K Potentiometer,
1026,1026,#N/A,1,,,25K Potentiometer,
1027,1027,#N/A,1,,,50K Potentiometer,
1028,1028,#N/A,1,,,100K Potentiometer,
1029,1029,#N/A,1,,,100 OHM Potentiometer,
1030,1030,#N/A,1,,,1K Potentiometer,
1031,1031,#N/A,1,,,in5294,
1032,1032,#N/A,1,,,555 Timer,
1033,1033,#N/A,1,,,7555 Timer,
1034,1034,32,1,LM324,,Quad opamp,
1035,1035,32,1,LM319,,High Speed Dual Comparator,
1036,1036,32,1,2N5088,,NPN Amp,
1037,1037,32,1,LF411,,"Low Offset, Low Drift JFET Input Operational Amplifier.",
1038,1038,32,1,CA3096,,high voltage silicon transistor arrays,
1039,1039,32,1,MC1455,,Monolithic timing circuit¾,
1040,1040,32,1,LM358,,,
1041,1041,32,1,LF353,,,
1042,1042,32,1,LPT100,,,
1043,1043,32,1,LM741,,,
1044,1044,#N/A,1,,,#47 Lamp & Sockets,
1045,1045,32,1,CA339,,Quad Comparator,
1046,1046,32,1,LM386,,,
1047,1047,32,1,LM311,,,
1048,1048,32,1,LF356,,,
1049,1049,32,1,LF347,,Jfet quad opamp,
1050,1050,32,1,1N914,,,
